image_width,image_height,xmin,ymin,xmax,ymax,box_width,box_height,box_area,aspect_ratio,area_percentage,center_x,center_y,relative_center_x,relative_center_y,width_percentage,height_percentage,label
720,720,235,272,434,388,199,116,23084,1.7155172413793105,0.0445293209876543,334.5,330.0,0.4645833333333333,0.4583333333333333,0.2763888888888889,0.1611111111111111,minor_pothole
533,300,325,59,375,74,50,15,750,3.333333333333333,0.0046904315196998,350.0,66.5,0.6566604127579737,0.2216666666666666,0.0938086303939962,0.05,medium_pothole
720,720,420,248,583,378,163,130,21190,1.2538461538461538,0.0408757716049382,501.5,313.0,0.6965277777777777,0.4347222222222222,0.2263888888888889,0.1805555555555555,medium_pothole
720,720,160,288,396,433,236,145,34220,1.6275862068965516,0.0660108024691358,278.0,360.5,0.3861111111111111,0.5006944444444444,0.3277777777777778,0.2013888888888889,medium_pothole
400,300,110,92,119,97,9,5,45,1.8,0.000375,114.5,94.5,0.28625,0.315,0.0225,0.0166666666666666,medium_pothole
450,300,1,150,139,235,138,85,11730,1.623529411764706,0.0868888888888888,70.0,192.5,0.1555555555555555,0.6416666666666667,0.3066666666666666,0.2833333333333333,medium_pothole
720,720,290,327,435,443,145,116,16820,1.25,0.0324459876543209,362.5,385.0,0.5034722222222222,0.5347222222222222,0.2013888888888889,0.1611111111111111,medium_pothole
720,720,258,335,417,506,159,171,27189,0.9298245614035088,0.0524479166666666,337.5,420.5,0.46875,0.5840277777777778,0.2208333333333333,0.2375,medium_pothole
720,720,260,287,493,433,233,146,34018,1.595890410958904,0.0656211419753086,376.5,360.0,0.5229166666666667,0.5,0.3236111111111111,0.2027777777777777,medium_pothole
400,300,54,186,123,218,69,32,2208,2.15625,0.0184,88.5,202.0,0.22125,0.6733333333333333,0.1725,0.1066666666666666,minor_pothole
720,720,106,236,609,449,503,213,107139,2.3615023474178405,0.2066724537037037,357.5,342.5,0.4965277777777778,0.4756944444444444,0.6986111111111111,0.2958333333333333,major_pothole
116,116,0,68,26,81,26,13,338,2.0,0.0251189060642092,13.0,74.5,0.1120689655172413,0.6422413793103449,0.2241379310344827,0.1120689655172413,medium_pothole
720,720,580,446,670,573,90,127,11430,0.7086614173228346,0.0220486111111111,625.0,509.5,0.8680555555555556,0.7076388888888889,0.125,0.1763888888888889,minor_pothole
447,300,3,146,109,233,106,87,9222,1.2183908045977012,0.0687695749440715,56.0,189.5,0.1252796420581655,0.6316666666666667,0.2371364653243848,0.29,medium_pothole
533,300,439,53,533,87,94,34,3196,2.764705882352941,0.0199874921826141,486.0,70.0,0.9118198874296436,0.2333333333333333,0.1763602251407129,0.1133333333333333,medium_pothole
400,300,269,35,324,62,55,27,1485,2.037037037037037,0.012375,296.5,48.5,0.74125,0.1616666666666666,0.1375,0.09,medium_pothole
720,720,31,201,103,246,72,45,3240,1.6,0.00625,67.0,223.5,0.0930555555555555,0.3104166666666667,0.1,0.0625,minor_pothole
400,300,168,174,214,187,46,13,598,3.5384615384615383,0.0049833333333333,191.0,180.5,0.4775,0.6016666666666667,0.115,0.0433333333333333,major_pothole
450,300,131,2,433,138,302,136,41072,2.2205882352941178,0.304237037037037,282.0,70.0,0.6266666666666667,0.2333333333333333,0.6711111111111111,0.4533333333333333,medium_pothole
532,300,150,254,257,297,107,43,4601,2.488372093023256,0.028828320802005,203.5,275.5,0.3825187969924812,0.9183333333333332,0.2011278195488721,0.1433333333333333,major_pothole
720,720,283,359,427,464,144,105,15120,1.3714285714285714,0.0291666666666666,355.0,411.5,0.4930555555555556,0.5715277777777777,0.2,0.1458333333333333,minor_pothole
509,300,334,1,497,42,163,41,6683,3.975609756097561,0.043765553372626,415.5,21.5,0.8163064833005894,0.0716666666666666,0.3202357563850687,0.1366666666666666,major_pothole
400,300,113,102,268,168,155,66,10230,2.3484848484848486,0.08525,190.5,135.0,0.47625,0.45,0.3875,0.22,major_pothole
720,720,237,0,273,25,36,25,900,1.44,0.0017361111111111,255.0,12.5,0.3541666666666667,0.0173611111111111,0.05,0.0347222222222222,minor_pothole
453,300,100,126,350,213,250,87,21750,2.8735632183908044,0.1600441501103753,225.0,169.5,0.4966887417218543,0.565,0.5518763796909493,0.29,medium_pothole
400,300,102,109,161,129,59,20,1180,2.95,0.0098333333333333,131.5,119.0,0.32875,0.3966666666666666,0.1475,0.0666666666666666,minor_pothole
720,720,2,37,139,114,137,77,10549,1.7792207792207793,0.0203491512345679,70.5,75.5,0.0979166666666666,0.1048611111111111,0.1902777777777777,0.1069444444444444,medium_pothole
720,720,566,380,638,418,72,38,2736,1.894736842105263,0.0052777777777777,602.0,399.0,0.8361111111111111,0.5541666666666667,0.1,0.0527777777777777,minor_pothole
720,720,188,166,312,184,124,18,2232,6.888888888888889,0.0043055555555555,250.0,175.0,0.3472222222222222,0.2430555555555555,0.1722222222222222,0.025,medium_pothole
533,300,282,221,323,240,41,19,779,2.1578947368421053,0.0048717948717948,302.5,230.5,0.5675422138836773,0.7683333333333333,0.0769230769230769,0.0633333333333333,medium_pothole
720,720,300,255,394,322,94,67,6298,1.4029850746268655,0.0121489197530864,347.0,288.5,0.4819444444444444,0.4006944444444444,0.1305555555555555,0.0930555555555555,medium_pothole
532,300,151,71,359,175,208,104,21632,2.0,0.1355388471177945,255.0,123.0,0.4793233082706767,0.41,0.3909774436090225,0.3466666666666667,major_pothole
450,300,153,198,281,257,128,59,7552,2.169491525423729,0.0559407407407407,217.0,227.5,0.4822222222222222,0.7583333333333333,0.2844444444444444,0.1966666666666666,medium_pothole
720,720,228,303,394,432,166,129,21414,1.2868217054263569,0.0413078703703703,311.0,367.5,0.4319444444444444,0.5104166666666666,0.2305555555555555,0.1791666666666666,medium_pothole
400,300,183,196,307,262,124,66,8184,1.878787878787879,0.0682,245.0,229.0,0.6125,0.7633333333333333,0.31,0.22,medium_pothole
442,300,201,216,299,271,98,55,5390,1.7818181818181815,0.0406485671191553,250.0,243.5,0.5656108597285068,0.8116666666666666,0.2217194570135746,0.1833333333333333,medium_pothole
655,300,571,131,606,158,35,27,945,1.2962962962962965,0.0048091603053435,588.5,144.5,0.898473282442748,0.4816666666666667,0.0534351145038167,0.09,minor_pothole
366,300,234,81,273,91,39,10,390,3.9,0.003551912568306,253.5,86.0,0.6926229508196722,0.2866666666666667,0.1065573770491803,0.0333333333333333,major_pothole
400,300,1,156,400,284,399,128,51072,3.1171875,0.4256,200.5,220.0,0.50125,0.7333333333333333,0.9975,0.4266666666666667,major_pothole
400,300,138,85,276,199,138,114,15732,1.2105263157894737,0.1311,207.0,142.0,0.5175,0.4733333333333333,0.345,0.38,medium_pothole
382,300,196,207,317,260,121,53,6413,2.2830188679245285,0.0559598603839441,256.5,233.5,0.6714659685863874,0.7783333333333333,0.3167539267015706,0.1766666666666666,major_pothole
450,300,157,99,296,142,139,43,5977,3.232558139534884,0.044274074074074,226.5,120.5,0.5033333333333333,0.4016666666666666,0.3088888888888889,0.1433333333333333,major_pothole
533,300,44,227,210,294,166,67,11122,2.4776119402985075,0.0695559724828017,127.0,260.5,0.2382739212007504,0.8683333333333333,0.3114446529080675,0.2233333333333333,major_pothole
451,300,132,54,380,194,248,140,34720,1.7714285714285714,0.2566149297856614,256.0,124.0,0.5676274944567627,0.4133333333333333,0.549889135254989,0.4666666666666667,major_pothole
720,720,273,275,423,354,150,79,11850,1.8987341772151896,0.0228587962962962,348.0,314.5,0.4833333333333333,0.4368055555555555,0.2083333333333333,0.1097222222222222,medium_pothole
450,300,181,171,212,185,31,14,434,2.2142857142857144,0.0032148148148148,196.5,178.0,0.4366666666666666,0.5933333333333334,0.0688888888888888,0.0466666666666666,medium_pothole
450,300,181,75,227,96,46,21,966,2.1904761904761907,0.0071555555555555,204.0,85.5,0.4533333333333333,0.285,0.1022222222222222,0.07,major_pothole
300,300,1,81,179,226,178,145,25810,1.2275862068965515,0.2867777777777778,90.0,153.5,0.3,0.5116666666666667,0.5933333333333334,0.4833333333333333,major_pothole
400,300,1,104,131,170,130,66,8580,1.9696969696969695,0.0715,66.0,137.0,0.165,0.4566666666666666,0.325,0.22,medium_pothole
447,300,290,125,340,145,50,20,1000,2.5,0.0074571215510812,315.0,135.0,0.7046979865771812,0.45,0.1118568232662192,0.0666666666666666,medium_pothole
480,300,119,201,358,247,239,46,10994,5.195652173913044,0.0763472222222222,238.5,224.0,0.496875,0.7466666666666667,0.4979166666666667,0.1533333333333333,major_pothole
731,409,63,92,511,225,448,133,59584,3.3684210526315788,0.1992915890413708,287.0,158.5,0.3926128590971272,0.3875305623471882,0.612859097127223,0.3251833740831296,major_pothole
506,300,46,143,379,271,333,128,42624,2.6015625,0.2807905138339921,212.5,207.0,0.4199604743083004,0.69,0.658102766798419,0.4266666666666667,major_pothole
116,116,20,59,25,63,5,4,20,1.25,0.0014863258026159,22.5,61.0,0.1939655172413793,0.5258620689655172,0.043103448275862,0.0344827586206896,medium_pothole
435,300,283,220,435,300,152,80,12160,1.9,0.0931800766283525,359.0,260.0,0.825287356321839,0.8666666666666667,0.3494252873563218,0.2666666666666666,medium_pothole
583,300,50,82,107,101,57,19,1083,3.0,0.0061921097770154,78.5,91.5,0.1346483704974271,0.305,0.0977701543739279,0.0633333333333333,medium_pothole
442,300,209,137,289,165,80,28,2240,2.857142857142857,0.016892911010558,249.0,151.0,0.5633484162895928,0.5033333333333333,0.1809954751131221,0.0933333333333333,medium_pothole
533,300,303,90,371,119,68,29,1972,2.3448275862068964,0.012332707942464,337.0,104.5,0.6322701688555347,0.3483333333333333,0.1275797373358349,0.0966666666666666,medium_pothole
768,501,471,414,534,436,63,22,1386,2.863636363636364,0.0036021706586826,502.5,425.0,0.654296875,0.8483033932135728,0.08203125,0.0439121756487025,medium_pothole
400,300,124,70,160,87,36,17,612,2.117647058823529,0.0051,142.0,78.5,0.355,0.2616666666666666,0.09,0.0566666666666666,minor_pothole
720,720,333,54,429,152,96,98,9408,0.979591836734694,0.0181481481481481,381.0,103.0,0.5291666666666667,0.1430555555555555,0.1333333333333333,0.1361111111111111,medium_pothole
720,720,190,175,358,315,168,140,23520,1.2,0.0453703703703703,274.0,245.0,0.3805555555555555,0.3402777777777778,0.2333333333333333,0.1944444444444444,minor_pothole
452,300,172,100,249,112,77,12,924,6.416666666666667,0.0068141592920353,210.5,106.0,0.4657079646017699,0.3533333333333333,0.1703539823008849,0.04,medium_pothole
720,720,210,387,301,507,91,120,10920,0.7583333333333333,0.0210648148148148,255.5,447.0,0.3548611111111111,0.6208333333333333,0.1263888888888888,0.1666666666666666,medium_pothole
450,300,162,187,216,199,54,12,648,4.5,0.0048,189.0,193.0,0.42,0.6433333333333333,0.12,0.04,minor_pothole
720,720,390,18,453,48,63,30,1890,2.1,0.0036458333333333,421.5,33.0,0.5854166666666667,0.0458333333333333,0.0875,0.0416666666666666,minor_pothole
720,720,228,263,465,421,237,158,37446,1.5,0.0722337962962963,346.5,342.0,0.48125,0.475,0.3291666666666666,0.2194444444444444,medium_pothole
426,300,282,116,363,125,81,9,729,9.0,0.0057042253521126,322.5,120.5,0.7570422535211268,0.4016666666666666,0.1901408450704225,0.03,minor_pothole
406,300,1,84,388,256,387,172,66564,2.25,0.5465024630541871,194.5,170.0,0.479064039408867,0.5666666666666667,0.9532019704433498,0.5733333333333334,major_pothole
449,300,219,189,349,203,130,14,1820,9.285714285714286,0.0135115070527097,284.0,196.0,0.6325167037861915,0.6533333333333333,0.289532293986637,0.0466666666666666,medium_pothole
533,300,245,96,287,110,42,14,588,3.0,0.0036772983114446,266.0,103.0,0.49906191369606,0.3433333333333333,0.0787992495309568,0.0466666666666666,medium_pothole
720,720,380,206,444,248,64,42,2688,1.5238095238095235,0.0051851851851851,412.0,227.0,0.5722222222222222,0.3152777777777777,0.0888888888888888,0.0583333333333333,minor_pothole
300,400,224,175,283,226,59,51,3009,1.156862745098039,0.025075,253.5,200.5,0.845,0.50125,0.1966666666666666,0.1275,medium_pothole
366,300,259,89,304,101,45,12,540,3.75,0.0049180327868852,281.5,95.0,0.7691256830601093,0.3166666666666666,0.1229508196721311,0.04,major_pothole
452,300,169,205,239,233,70,28,1960,2.5,0.0144542772861356,204.0,219.0,0.4513274336283185,0.73,0.1548672566371681,0.0933333333333333,major_pothole
720,720,470,200,535,238,65,38,2470,1.7105263157894737,0.0047646604938271,502.5,219.0,0.6979166666666666,0.3041666666666666,0.0902777777777777,0.0527777777777777,minor_pothole
720,720,225,202,346,288,121,86,10406,1.4069767441860466,0.0200733024691358,285.5,245.0,0.3965277777777777,0.3402777777777778,0.1680555555555555,0.1194444444444444,minor_pothole
400,300,141,230,208,263,67,33,2211,2.0303030303030303,0.018425,174.5,246.5,0.43625,0.8216666666666667,0.1675,0.11,medium_pothole
720,720,243,260,437,379,194,119,23086,1.630252100840336,0.0445331790123456,340.0,319.5,0.4722222222222222,0.44375,0.2694444444444444,0.1652777777777777,medium_pothole
533,300,67,110,465,268,398,158,62884,2.518987341772152,0.393270794246404,266.0,189.0,0.49906191369606,0.63,0.7467166979362101,0.5266666666666666,major_pothole
450,300,235,123,348,163,113,40,4520,2.825,0.0334814814814814,291.5,143.0,0.6477777777777778,0.4766666666666667,0.2511111111111111,0.1333333333333333,major_pothole
720,720,0,3,16,13,16,10,160,1.6,0.0003086419753086,8.0,8.0,0.0111111111111111,0.0111111111111111,0.0222222222222222,0.0138888888888888,minor_pothole
583,300,479,24,574,53,95,29,2755,3.2758620689655173,0.0157518582046883,526.5,38.5,0.9030874785591768,0.1283333333333333,0.1629502572898799,0.0966666666666666,major_pothole
450,300,163,192,280,244,117,52,6084,2.25,0.0450666666666666,221.5,218.0,0.4922222222222222,0.7266666666666667,0.26,0.1733333333333333,medium_pothole
345,300,155,50,211,79,56,29,1624,1.9310344827586208,0.0156908212560386,183.0,64.5,0.5304347826086957,0.215,0.1623188405797101,0.0966666666666666,major_pothole
426,300,163,149,286,185,123,36,4428,3.4166666666666665,0.0346478873239436,224.5,167.0,0.5269953051643192,0.5566666666666666,0.2887323943661972,0.12,major_pothole
583,300,171,150,233,178,62,28,1736,2.2142857142857144,0.0099256718124642,202.0,164.0,0.346483704974271,0.5466666666666666,0.1063464837049742,0.0933333333333333,medium_pothole
400,300,105,17,130,23,25,6,150,4.166666666666667,0.00125,117.5,20.0,0.29375,0.0666666666666666,0.0625,0.02,medium_pothole
720,720,0,412,326,607,326,195,63570,1.671794871794872,0.1226273148148148,163.0,509.5,0.2263888888888889,0.7076388888888889,0.4527777777777778,0.2708333333333333,minor_pothole
720,720,239,220,465,447,226,227,51302,0.9955947136563876,0.0989621913580247,352.0,333.5,0.4888888888888889,0.4631944444444444,0.3138888888888889,0.3152777777777777,medium_pothole
451,300,1,161,154,300,153,139,21267,1.1007194244604317,0.1571840354767184,77.5,230.5,0.171840354767184,0.7683333333333333,0.3392461197339246,0.4633333333333333,major_pothole
450,300,181,126,297,147,116,21,2436,5.523809523809524,0.0180444444444444,239.0,136.5,0.5311111111111111,0.455,0.2577777777777778,0.07,medium_pothole
720,720,263,314,391,486,128,172,22016,0.7441860465116279,0.0424691358024691,327.0,400.0,0.4541666666666666,0.5555555555555556,0.1777777777777777,0.2388888888888889,medium_pothole
533,300,159,253,211,286,52,33,1716,1.5757575757575757,0.0107317073170731,185.0,269.5,0.3470919324577861,0.8983333333333333,0.0975609756097561,0.11,medium_pothole
450,300,320,216,408,246,88,30,2640,2.933333333333333,0.0195555555555555,364.0,231.0,0.8088888888888889,0.77,0.1955555555555555,0.1,major_pothole
450,300,1,226,149,282,148,56,8288,2.642857142857143,0.0613925925925925,75.0,254.0,0.1666666666666666,0.8466666666666667,0.3288888888888889,0.1866666666666666,major_pothole
400,300,200,164,237,179,37,15,555,2.466666666666667,0.004625,218.5,171.5,0.54625,0.5716666666666667,0.0925,0.05,medium_pothole
400,300,314,189,360,206,46,17,782,2.7058823529411766,0.0065166666666666,337.0,197.5,0.8425,0.6583333333333333,0.115,0.0566666666666666,medium_pothole
450,300,151,134,308,299,157,165,25905,0.9515151515151516,0.1918888888888889,229.5,216.5,0.51,0.7216666666666667,0.3488888888888889,0.55,major_pothole
396,300,188,174,315,218,127,44,5588,2.886363636363636,0.047037037037037,251.5,196.0,0.63510101010101,0.6533333333333333,0.3207070707070707,0.1466666666666666,major_pothole
720,720,417,647,551,720,134,73,9782,1.8356164383561644,0.018869598765432,484.0,683.5,0.6722222222222223,0.9493055555555556,0.1861111111111111,0.1013888888888888,minor_pothole
720,720,23,24,52,34,29,10,290,2.9,0.0005594135802469,37.5,29.0,0.0520833333333333,0.0402777777777777,0.0402777777777777,0.0138888888888888,minor_pothole
400,300,148,137,225,213,77,76,5852,1.013157894736842,0.0487666666666666,186.5,175.0,0.46625,0.5833333333333334,0.1925,0.2533333333333333,medium_pothole
533,300,155,74,252,115,97,41,3977,2.365853658536585,0.0248717948717948,203.5,94.5,0.3818011257035647,0.315,0.1819887429643527,0.1366666666666666,major_pothole
533,300,288,108,321,126,33,18,594,1.8333333333333333,0.0037148217636022,304.5,117.0,0.5712945590994372,0.39,0.0619136960600375,0.06,minor_pothole
503,300,264,57,503,198,239,141,33699,1.6950354609929077,0.2233200795228628,383.5,127.5,0.7624254473161034,0.425,0.4751491053677932,0.47,major_pothole
768,622,461,369,502,396,41,27,1107,1.5185185185185186,0.0023173733922829,481.5,382.5,0.626953125,0.614951768488746,0.0533854166666666,0.0434083601286173,medium_pothole
400,300,260,249,333,279,73,30,2190,2.433333333333333,0.01825,296.5,264.0,0.74125,0.88,0.1825,0.1,major_pothole
720,720,257,315,387,401,130,86,11180,1.5116279069767442,0.0215663580246913,322.0,358.0,0.4472222222222222,0.4972222222222222,0.1805555555555555,0.1194444444444444,medium_pothole
451,300,225,230,371,277,146,47,6862,3.106382978723404,0.0507169253510716,298.0,253.5,0.6607538802660754,0.845,0.3237250554323725,0.1566666666666666,major_pothole
667,300,313,243,338,253,25,10,250,2.5,0.0012493753123438,325.5,248.0,0.4880059970014992,0.8266666666666667,0.0374812593703148,0.0333333333333333,major_pothole
400,300,253,166,400,180,147,14,2058,10.5,0.01715,326.5,173.0,0.81625,0.5766666666666667,0.3675,0.0466666666666666,major_pothole
474,300,221,38,271,60,50,22,1100,2.272727272727273,0.0077355836849507,246.0,49.0,0.5189873417721519,0.1633333333333333,0.1054852320675105,0.0733333333333333,medium_pothole
533,300,93,41,516,300,423,259,109557,1.6332046332046333,0.6851594746716698,304.5,170.5,0.5712945590994372,0.5683333333333334,0.7936210131332082,0.8633333333333333,major_pothole
720,720,35,0,70,10,35,10,350,3.5,0.0006751543209876,52.5,5.0,0.0729166666666666,0.0069444444444444,0.0486111111111111,0.0138888888888888,minor_pothole
455,300,170,64,413,145,243,81,19683,3.0,0.1441978021978022,291.5,104.5,0.6406593406593407,0.3483333333333333,0.5340659340659341,0.27,medium_pothole
480,300,214,117,248,138,34,21,714,1.619047619047619,0.0049583333333333,231.0,127.5,0.48125,0.425,0.0708333333333333,0.07,minor_pothole
400,300,90,81,135,101,45,20,900,2.25,0.0075,112.5,91.0,0.28125,0.3033333333333333,0.1125,0.0666666666666666,medium_pothole
534,300,92,28,383,103,291,75,21825,3.88,0.1362359550561797,237.5,65.5,0.4447565543071161,0.2183333333333333,0.5449438202247191,0.25,major_pothole
533,300,193,153,291,175,98,22,2156,4.454545454545454,0.0134834271419637,242.0,164.0,0.4540337711069418,0.5466666666666666,0.1838649155722326,0.0733333333333333,medium_pothole
533,300,85,152,289,242,204,90,18360,2.2666666666666666,0.1148217636022514,187.0,197.0,0.350844277673546,0.6566666666666666,0.3827392120075047,0.3,major_pothole
533,300,8,118,497,246,489,128,62592,3.8203125,0.3914446529080675,252.5,182.0,0.473733583489681,0.6066666666666667,0.9174484052532832,0.4266666666666667,medium_pothole
450,300,236,175,272,185,36,10,360,3.6,0.0026666666666666,254.0,180.0,0.5644444444444444,0.6,0.08,0.0333333333333333,major_pothole
720,720,435,628,602,704,167,76,12692,2.1973684210526314,0.024483024691358,518.5,666.0,0.7201388888888889,0.925,0.2319444444444444,0.1055555555555555,medium_pothole
720,720,302,236,413,292,111,56,6216,1.9821428571428568,0.0119907407407407,357.5,264.0,0.4965277777777778,0.3666666666666666,0.1541666666666666,0.0777777777777777,minor_pothole
400,300,168,118,222,140,54,22,1188,2.4545454545454546,0.0099,195.0,129.0,0.4875,0.43,0.135,0.0733333333333333,major_pothole
533,300,204,212,254,237,50,25,1250,2.0,0.0078173858661663,229.0,224.5,0.4296435272045028,0.7483333333333333,0.0938086303939962,0.0833333333333333,medium_pothole
480,300,313,181,463,252,150,71,10650,2.112676056338028,0.0739583333333333,388.0,216.5,0.8083333333333333,0.7216666666666667,0.3125,0.2366666666666666,major_pothole
300,400,108,45,176,61,68,16,1088,4.25,0.0090666666666666,142.0,53.0,0.4733333333333333,0.1325,0.2266666666666666,0.04,major_pothole
720,266,326,124,378,134,52,10,520,5.2,0.0027151211361737,352.0,129.0,0.4888888888888889,0.4849624060150376,0.0722222222222222,0.037593984962406,major_pothole
300,403,64,166,300,333,236,167,39412,1.4131736526946108,0.3259884201819685,182.0,249.5,0.6066666666666667,0.6191066997518611,0.7866666666666666,0.4143920595533499,major_pothole
455,300,65,130,253,231,188,101,18988,1.8613861386138613,0.1391062271062271,159.0,180.5,0.3494505494505494,0.6016666666666667,0.4131868131868131,0.3366666666666666,major_pothole
449,300,102,61,378,260,276,199,54924,1.3869346733668342,0.407750556792873,240.0,160.5,0.534521158129176,0.535,0.6146993318485523,0.6633333333333333,major_pothole
533,300,16,128,170,154,154,26,4004,5.923076923076923,0.025040650406504,93.0,141.0,0.174484052532833,0.47,0.2889305816135084,0.0866666666666666,medium_pothole
509,300,236,50,355,102,119,52,6188,2.2884615384615383,0.0405239030779305,295.5,76.0,0.5805500982318271,0.2533333333333333,0.2337917485265226,0.1733333333333333,major_pothole
534,300,351,252,430,292,79,40,3160,1.975,0.0197253433208489,390.5,272.0,0.7312734082397003,0.9066666666666666,0.147940074906367,0.1333333333333333,major_pothole
533,300,1,39,533,246,532,207,110124,2.570048309178744,0.6887054409005628,267.0,142.5,0.50093808630394,0.475,0.99812382739212,0.69,major_pothole
533,300,36,119,193,139,157,20,3140,7.85,0.0196372732958098,114.5,129.0,0.2148217636022514,0.43,0.2945590994371482,0.0666666666666666,minor_pothole
116,116,1,59,15,69,14,10,140,1.4,0.0104042806183115,8.0,64.0,0.0689655172413793,0.5517241379310345,0.1206896551724138,0.0862068965517241,medium_pothole
438,300,218,32,247,44,29,12,348,2.4166666666666665,0.002648401826484,232.5,38.0,0.5308219178082192,0.1266666666666666,0.0662100456621004,0.04,medium_pothole
527,300,291,107,328,120,37,13,481,2.8461538461538463,0.0030423782416192,309.5,113.5,0.5872865275142315,0.3783333333333333,0.0702087286527514,0.0433333333333333,medium_pothole
400,300,236,89,334,113,98,24,2352,4.083333333333333,0.0196,285.0,101.0,0.7125,0.3366666666666666,0.245,0.08,major_pothole
720,720,256,258,456,425,200,167,33400,1.1976047904191616,0.064429012345679,356.0,341.5,0.4944444444444444,0.4743055555555555,0.2777777777777778,0.2319444444444444,medium_pothole
470,300,159,180,214,209,55,29,1595,1.896551724137931,0.0113120567375886,186.5,194.5,0.3968085106382978,0.6483333333333333,0.1170212765957446,0.0966666666666666,medium_pothole
366,300,202,135,278,162,76,27,2052,2.814814814814815,0.0186885245901639,240.0,148.5,0.6557377049180327,0.495,0.2076502732240437,0.09,major_pothole
400,300,158,32,247,57,89,25,2225,3.56,0.0185416666666666,202.5,44.5,0.50625,0.1483333333333333,0.2225,0.0833333333333333,medium_pothole
450,300,330,213,369,258,39,45,1755,0.8666666666666667,0.013,349.5,235.5,0.7766666666666666,0.785,0.0866666666666666,0.15,medium_pothole
677,300,236,103,527,197,291,94,27354,3.095744680851064,0.1346824224519941,381.5,150.0,0.5635155096011817,0.5,0.4298375184638109,0.3133333333333333,major_pothole
450,300,111,60,275,263,164,203,33292,0.8078817733990148,0.2466074074074074,193.0,161.5,0.4288888888888889,0.5383333333333333,0.3644444444444444,0.6766666666666666,major_pothole
400,300,340,34,396,66,56,32,1792,1.75,0.0149333333333333,368.0,50.0,0.92,0.1666666666666666,0.14,0.1066666666666666,minor_pothole
532,300,324,232,409,252,85,20,1700,4.25,0.0106516290726817,366.5,242.0,0.6889097744360902,0.8066666666666666,0.1597744360902255,0.0666666666666666,medium_pothole
366,300,147,105,179,117,32,12,384,2.6666666666666665,0.0034972677595628,163.0,111.0,0.4453551912568306,0.37,0.087431693989071,0.04,medium_pothole
533,300,189,83,386,265,197,182,35854,1.0824175824175823,0.2242276422764227,287.5,174.0,0.5393996247654784,0.58,0.3696060037523452,0.6066666666666667,major_pothole
450,300,305,116,325,137,20,21,420,0.9523809523809524,0.0031111111111111,315.0,126.5,0.7,0.4216666666666667,0.0444444444444444,0.07,medium_pothole
400,300,191,163,219,186,28,23,644,1.2173913043478262,0.0053666666666666,205.0,174.5,0.5125,0.5816666666666667,0.07,0.0766666666666666,medium_pothole
720,720,11,0,34,4,23,4,92,5.75,0.0001774691358024,22.5,2.0,0.03125,0.0027777777777777,0.0319444444444444,0.0055555555555555,minor_pothole
534,300,263,238,299,256,36,18,648,2.0,0.0040449438202247,281.0,247.0,0.5262172284644194,0.8233333333333334,0.0674157303370786,0.06,major_pothole
400,300,151,156,278,190,127,34,4318,3.735294117647059,0.0359833333333333,214.5,173.0,0.53625,0.5766666666666667,0.3175,0.1133333333333333,major_pothole
