image_name,image_width,image_height,label,xmin,ymin,xmax,ymax,box_width,box_height,box_area
img-195.jpg,720,720,medium_pothole,182,266,437,481,255,215,54825
img-196.jpg,720,720,medium_pothole,274,301,490,416,216,115,24840
img-196.jpg,720,720,minor_pothole,470,200,535,238,65,38,2470
img-196.jpg,720,720,minor_pothole,301,229,462,305,161,76,12236
img-197.jpg,720,720,medium_pothole,338,346,485,443,147,97,14259
img-197.jpg,720,720,medium_pothole,459,320,539,375,80,55,4400
img-197.jpg,720,720,medium_pothole,205,400,364,524,159,124,19716
img-198.jpg,720,720,minor_pothole,194,224,349,277,155,53,8215
img-198.jpg,720,720,medium_pothole,140,273,367,356,227,83,18841
img-198.jpg,720,720,minor_pothole,301,356,351,396,50,40,2000
img-198.jpg,720,720,medium_pothole,370,378,600,483,230,105,24150
img-199.jpg,720,720,medium_pothole,245,312,427,552,182,240,43680
img-199.jpg,720,720,minor_pothole,420,308,529,402,109,94,10246
img-2.jpg,720,720,medium_pothole,307,234,458,325,151,91,13741
img-2.jpg,720,720,minor_pothole,264,299,363,382,99,83,8217
img-2.jpg,720,720,minor_pothole,190,423,257,503,67,80,5360
img-20.jpg,720,720,minor_pothole,231,248,345,313,114,65,7410
img-20.jpg,720,720,minor_pothole,157,183,219,227,62,44,2728
img-20.jpg,720,720,medium_pothole,275,304,440,425,165,121,19965
img-200.jpg,720,720,minor_pothole,202,358,288,403,86,45,3870
img-200.jpg,720,720,minor_pothole,273,319,406,392,133,73,9709
img-200.jpg,720,720,minor_pothole,398,293,501,360,103,67,6901
img-200.jpg,720,720,minor_pothole,665,165,720,229,55,64,3520
img-201.jpg,720,720,medium_pothole,218,224,588,516,370,292,108040
img-202.jpg,720,720,minor_pothole,292,374,372,451,80,77,6160
img-202.jpg,720,720,minor_pothole,285,296,408,376,123,80,9840
img-202.jpg,720,720,minor_pothole,302,236,413,292,111,56,6216
img-202.jpg,720,720,minor_pothole,294,47,380,158,86,111,9546
img-202.jpg,720,720,minor_pothole,152,509,204,564,52,55,2860
img-202.jpg,720,720,minor_pothole,39,481,95,589,56,108,6048
img-202.jpg,720,720,minor_pothole,297,670,370,718,73,48,3504
img-203.jpg,720,720,minor_pothole,185,296,425,403,240,107,25680
img-203.jpg,720,720,minor_pothole,619,302,684,366,65,64,4160
img-203.jpg,720,720,minor_pothole,397,231,598,325,201,94,18894
img-204.jpg,720,720,minor_pothole,190,175,358,315,168,140,23520
img-204.jpg,720,720,minor_pothole,281,381,447,519,166,138,22908
img-205.jpg,720,720,medium_pothole,274,166,715,384,441,218,96138
img-205.jpg,720,720,minor_pothole,0,412,326,607,326,195,63570
img-206.jpg,720,720,medium_pothole,216,291,487,464,271,173,46883
img-206.jpg,720,720,minor_pothole,76,658,237,720,161,62,9982
img-207.jpg,720,720,medium_pothole,183,269,554,503,371,234,86814
img-207.jpg,720,720,minor_pothole,324,569,489,719,165,150,24750
img-208.jpg,720,720,minor_pothole,287,158,446,294,159,136,21624
img-208.jpg,720,720,minor_pothole,415,368,533,511,118,143,16874
img-208.jpg,720,720,minor_pothole,271,437,419,584,148,147,21756
img-209.jpg,720,720,medium_pothole,297,206,507,399,210,193,40530
img-21.jpg,720,720,medium_pothole,244,262,504,534,260,272,70720
img-21.jpg,720,720,minor_pothole,0,595,157,719,157,124,19468
img-210.jpg,720,720,major_pothole,194,123,518,455,324,332,107568
img-210.jpg,720,720,minor_pothole,22,633,143,720,121,87,10527
img-211.jpg,720,720,medium_pothole,234,262,532,438,298,176,52448
img-212.jpg,720,720,medium_pothole,283,256,484,442,201,186,37386
img-213.jpg,720,720,medium_pothole,244,238,472,440,228,202,46056
img-214.jpg,720,720,medium_pothole,256,298,402,415,146,117,17082
img-215.jpg,720,720,medium_pothole,213,202,371,373,158,171,27018
img-216.jpg,720,720,minor_pothole,300,284,483,375,183,91,16653
img-216.jpg,720,720,minor_pothole,257,136,402,223,145,87,12615
img-216.jpg,720,720,minor_pothole,456,440,553,494,97,54,5238
img-217.jpg,720,720,medium_pothole,354,380,449,483,95,103,9785
img-217.jpg,720,720,minor_pothole,283,531,368,606,85,75,6375
img-218.jpg,720,720,medium_pothole,264,264,422,435,158,171,27018
img-218.jpg,720,720,minor_pothole,624,68,720,116,96,48,4608
img-219.jpg,720,720,medium_pothole,192,253,494,391,302,138,41676
img-22.jpg,720,720,medium_pothole,257,348,422,602,165,254,41910
img-220.jpg,720,720,medium_pothole,193,249,463,423,270,174,46980
img-220.jpg,720,720,medium_pothole,435,628,602,704,167,76,12692
img-221.jpg,720,720,medium_pothole,257,315,387,401,130,86,11180
img-221.jpg,720,720,medium_pothole,260,132,303,169,43,37,1591
img-222.jpg,720,720,medium_pothole,254,223,445,498,191,275,52525
img-223.jpg,720,720,medium_pothole,327,315,436,428,109,113,12317
img-224.jpg,720,720,medium_pothole,257,300,463,471,206,171,35226
img-225.jpg,720,720,minor_pothole,86,125,124,145,38,20,760
img-225.jpg,720,720,medium_pothole,278,246,380,322,102,76,7752
img-225.jpg,720,720,minor_pothole,390,18,453,48,63,30,1890
img-225.jpg,720,720,minor_pothole,347,0,377,19,30,19,570
img-226.jpg,720,720,medium_pothole,190,325,437,491,247,166,41002
img-227.jpg,720,720,medium_pothole,205,205,472,333,267,128,34176
img-227.jpg,720,720,major_pothole,26,539,720,720,694,181,125614
img-228.jpg,720,720,medium_pothole,265,266,495,464,230,198,45540
img-229.jpg,720,720,minor_pothole,279,268,399,338,120,70,8400
img-229.jpg,720,720,medium_pothole,320,316,490,426,170,110,18700
img-229.jpg,720,720,minor_pothole,0,550,123,673,123,123,15129
img-23.jpg,720,720,major_pothole,175,183,607,332,432,149,64368
img-23.jpg,720,720,minor_pothole,118,169,172,195,54,26,1404
img-23.jpg,720,720,minor_pothole,0,12,67,52,67,40,2680
img-23.jpg,720,720,minor_pothole,173,551,343,711,170,160,27200
img-23.jpg,720,720,minor_pothole,284,138,443,189,159,51,8109
img-230.jpg,720,720,medium_pothole,251,320,475,441,224,121,27104
img-230.jpg,720,720,medium_pothole,422,131,508,164,86,33,2838
img-230.jpg,720,720,minor_pothole,201,120,272,144,71,24,1704
img-231.jpg,720,720,medium_pothole,245,219,483,390,238,171,40698
img-231.jpg,720,720,minor_pothole,336,67,422,97,86,30,2580
img-232.jpg,720,720,minor_pothole,317,160,410,236,93,76,7068
img-232.jpg,720,720,minor_pothole,221,495,391,664,170,169,28730
img-232.jpg,720,720,minor_pothole,92,15,135,42,43,27,1161
img-232.jpg,720,720,minor_pothole,412,0,478,41,66,41,2706
img-233.jpg,720,720,medium_pothole,270,250,470,402,200,152,30400
img-233.jpg,720,720,minor_pothole,380,206,444,248,64,42,2688
img-234.jpg,720,720,medium_pothole,298,323,410,403,112,80,8960
img-235.jpg,720,720,minor_pothole,228,197,503,464,275,267,73425
img-236.jpg,720,720,minor_pothole,247,231,410,350,163,119,19397
img-236.jpg,720,720,minor_pothole,24,136,139,211,115,75,8625
img-236.jpg,720,720,minor_pothole,278,423,499,619,221,196,43316
img-237.jpg,720,720,major_pothole,251,191,509,397,258,206,53148
img-237.jpg,720,720,minor_pothole,213,219,333,301,120,82,9840
img-237.jpg,720,720,minor_pothole,156,376,221,419,65,43,2795
img-237.jpg,720,720,minor_pothole,0,562,102,662,102,100,10200
img-237.jpg,720,720,minor_pothole,688,411,720,500,32,89,2848
img-238.jpg,720,720,medium_pothole,203,311,480,435,277,124,34348
img-239.jpg,720,720,medium_pothole,232,272,455,404,223,132,29436
img-24.jpg,720,720,medium_pothole,284,313,418,421,134,108,14472
img-24.jpg,720,720,minor_pothole,348,73,449,133,101,60,6060
img-240.jpg,720,720,medium_pothole,281,243,456,457,175,214,37450
img-240.jpg,720,720,minor_pothole,332,28,367,56,35,28,980
img-240.jpg,720,720,minor_pothole,384,44,420,59,36,15,540
img-240.jpg,720,720,minor_pothole,387,23,426,42,39,19,741
img-241.jpg,720,720,medium_pothole,207,108,304,166,97,58,5626
img-241.jpg,720,720,medium_pothole,357,201,522,311,165,110,18150
img-241.jpg,720,720,minor_pothole,494,211,644,292,150,81,12150
img-241.jpg,720,720,minor_pothole,334,279,403,315,69,36,2484
img-241.jpg,720,720,major_pothole,221,320,391,481,170,161,27370
img-241.jpg,720,720,minor_pothole,393,345,527,423,134,78,10452
img-241.jpg,720,720,minor_pothole,420,541,519,683,99,142,14058
img-242.jpg,720,720,medium_pothole,214,317,487,474,273,157,42861
img-243.jpg,720,720,medium_pothole,242,339,462,409,220,70,15400
img-244.jpg,720,720,medium_pothole,240,307,465,492,225,185,41625
img-244.jpg,720,720,minor_pothole,578,342,720,455,142,113,16046
img-245.jpg,720,720,medium_pothole,246,295,409,411,163,116,18908
img-245.jpg,720,720,minor_pothole,360,222,463,311,103,89,9167
img-246.jpg,720,720,medium_pothole,188,273,437,414,249,141,35109
img-246.jpg,720,720,minor_pothole,298,141,458,257,160,116,18560
img-247.jpg,720,720,medium_pothole,261,275,449,397,188,122,22936
img-248.jpg,720,720,medium_pothole,125,247,475,421,350,174,60900
img-248.jpg,720,720,minor_pothole,581,50,720,106,139,56,7784
img-248.jpg,720,720,minor_pothole,212,44,333,83,121,39,4719
img-249.jpg,720,720,medium_pothole,222,292,475,479,253,187,47311
img-25.jpg,720,720,medium_pothole,215,257,597,481,382,224,85568
img-250.jpg,720,720,medium_pothole,129,274,619,481,490,207,101430
img-251.jpg,720,720,medium_pothole,213,291,577,523,364,232,84448
img-252.jpg,720,720,medium_pothole,119,165,311,251,192,86,16512
img-252.jpg,720,720,medium_pothole,510,379,631,452,121,73,8833
img-252.jpg,720,720,medium_pothole,396,446,580,567,184,121,22264
img-253.jpg,720,720,medium_pothole,241,303,600,397,359,94,33746
img-254.jpg,720,720,medium_pothole,221,270,470,414,249,144,35856
img-255.jpg,720,720,medium_pothole,282,312,419,368,137,56,7672
img-256.jpg,720,720,medium_pothole,223,387,382,577,159,190,30210
img-256.jpg,720,720,medium_pothole,333,54,429,152,96,98,9408
img-257.jpg,720,720,medium_pothole,261,310,415,505,154,195,30030
img-257.jpg,720,720,minor_pothole,425,108,486,143,61,35,2135
img-258.jpg,720,720,medium_pothole,260,306,465,411,205,105,21525
img-259.jpg,720,720,medium_pothole,249,243,464,413,215,170,36550
img-259.jpg,720,720,minor_pothole,192,107,255,165,63,58,3654
img-26.jpg,720,720,medium_pothole,288,296,434,411,146,115,16790
img-26.jpg,720,720,minor_pothole,662,320,720,369,58,49,2842
img-260.jpg,720,720,medium_pothole,197,272,449,378,252,106,26712
img-261.jpg,720,720,medium_pothole,213,251,483,409,270,158,42660
img-262.jpg,720,720,medium_pothole,276,263,377,349,101,86,8686
img-263.jpg,720,720,medium_pothole,228,241,444,362,216,121,26136
img-264.jpg,720,720,medium_pothole,211,186,497,372,286,186,53196
img-265.jpg,720,720,minor_pothole,38,354,112,417,74,63,4662
img-265.jpg,720,720,medium_pothole,321,311,563,433,242,122,29524
img-265.jpg,720,720,minor_pothole,81,198,241,303,160,105,16800
img-266.jpg,720,720,medium_pothole,228,263,465,421,237,158,37446
img-266.jpg,720,720,minor_pothole,531,487,590,534,59,47,2773
img-267.jpg,720,720,minor_pothole,264,281,378,356,114,75,8550
img-267.jpg,720,720,medium_pothole,330,351,452,515,122,164,20008
img-267.jpg,720,720,minor_pothole,67,352,261,494,194,142,27548
img-267.jpg,720,720,medium_pothole,607,0,720,35,113,35,3955
img-268.jpg,720,720,major_pothole,258,195,494,414,236,219,51684
img-269.jpg,720,720,medium_pothole,278,323,386,435,108,112,12096
img-269.jpg,720,720,minor_pothole,602,497,661,553,59,56,3304
img-27.jpg,720,720,medium_pothole,305,325,398,408,93,83,7719
img-270.jpg,720,720,medium_pothole,273,282,420,375,147,93,13671
img-270.jpg,720,720,minor_pothole,0,66,135,120,135,54,7290
img-271.jpg,720,720,major_pothole,168,239,531,403,363,164,59532
img-272.jpg,720,720,medium_pothole,264,265,470,382,206,117,24102
img-272.jpg,720,720,minor_pothole,578,308,720,385,142,77,10934
img-273.jpg,720,720,medium_pothole,294,326,446,390,152,64,9728
img-273.jpg,720,720,minor_pothole,161,578,720,720,559,142,79378
img-274.jpg,720,720,minor_pothole,353,240,475,298,122,58,7076
img-274.jpg,720,720,medium_pothole,189,323,419,406,230,83,19090
img-274.jpg,720,720,minor_pothole,141,223,301,292,160,69,11040
img-275.jpg,720,720,medium_pothole,235,279,548,446,313,167,52271
img-276.jpg,720,720,medium_pothole,266,307,485,483,219,176,38544
img-277.jpg,720,720,medium_pothole,263,294,405,374,142,80,11360
img-278.jpg,720,720,medium_pothole,407,140,498,251,91,111,10101
img-278.jpg,720,720,medium_pothole,210,387,301,507,91,120,10920
img-279.jpg,720,720,medium_pothole,302,291,441,417,139,126,17514
img-28.jpg,720,720,medium_pothole,288,260,451,393,163,133,21679
img-28.jpg,720,720,minor_pothole,504,165,571,229,67,64,4288
img-28.jpg,720,720,medium_pothole,595,111,666,156,71,45,3195
img-28.jpg,720,720,minor_pothole,641,385,715,462,74,77,5698
img-280.jpg,720,720,medium_pothole,243,280,449,438,206,158,32548
img-281.jpg,720,720,medium_pothole,158,235,575,392,417,157,65469
img-282.jpg,720,720,medium_pothole,256,224,412,360,156,136,21216
img-282.jpg,720,720,minor_pothole,160,396,249,483,89,87,7743
